countrycode,year,Ic_Struc,Ic_Mach,Ic_TraEq,Ic_Other,Ip_Struc,Ip_Mach,Ip_TraEq,Ip_Other,Nc_Struc,Nc_Mach,Nc_TraEq,Nc_Other,Np_Struc,Np_Mach,Np_TraEq,Np_Other,Dc_Struc,Dc_Mach,Dc_TraEq,Dc_Other,Kc_Struc,Kc_Mach,Kc_TraEq,Kc_Other,Kp_Struc,Kp_Mach,Kp_TraEq,Kp_Other,Ksh_Struc,Ksh_Mach,Ksh_TraEq,Ksh_Other
IRQ,2017,22138878,12240653,624307,145121,1,1,1,1,302671904,71234752,11483173,2340083,1,1,1,1,7794138,9387206,2603357,400151,108152424,41022016,8194598,1470382,1,1,1,1,1,0,0,0
IRQ,2018,21773144,12041552,610879,142724,1,1,1,1,351500352,80986488,10979550,2358925,1,1,1,1,9135415,10807414,2487555,403688,124516936,45726344,7656127,1451130,1,1,1,1,1,0,0,0
IRQ,2019,26004418,14381641,729594,170460,1,1,1,1,367987584,84264536,9565911,2162953,1,1,1,1,9550697,11111314,2144279,366657,131485896,47819964,6697946,1336807,1,1,1,1,1,0,0,0
ISL,1950,5,1,1,0,0,0,0,0,68,8,3,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,
ISL,1951,4,1,1,0,0,0,0,0,83,10,4,0,0,0,0,0,2,1,1,0,,,,,,,,,,,,
ISL,1952,7,1,1,0,0,0,0,0,102,10,4,0,0,0,0,0,2,1,1,0,,,,,,,,,,,,
ISL,1953,9,1,1,0,0,0,0,0,115,11,4,0,0,0,0,0,2,2,1,0,,,,,,,,,,,,
ISL,1954,9,2,1,0,0,0,0,0,122,11,4,0,0,0,0,0,2,1,1,0,11,3,1,0,0,0,0,0,1,0,0,0
ISL,1955,12,2,2,0,0,0,0,0,135,11,5,0,0,0,0,0,3,1,1,0,14,3,1,0,0,0,0,0,1,0,0,0
ISL,1956,14,2,1,0,0,0,0,0,178,14,6,0,0,0,0,0,3,2,1,0,16,3,2,0,0,0,0,0,1,0,0,0
ISL,1957,16,3,2,0,0,0,0,0,204,16,7,1,0,0,0,0,4,2,1,0,17,3,2,0,0,0,0,0,1,0,0,0
ISL,1958,17,3,2,0,0,0,0,0,211,19,8,1,0,0,0,0,4,2,2,0,20,3,2,0,0,0,0,0,1,0,0,0
ISL,1959,19,4,3,0,0,0,0,0,249,22,10,1,0,0,0,0,4,3,2,0,24,3,2,0,0,0,0,0,1,0,0,0
ISL,1960,18,8,5,0,0,0,0,0,287,36,17,2,0,0,0,0,5,5,3,0,26,4,3,0,0,0,0,0,1,0,0,0
ISL,1961,20,6,4,0,0,0,0,0,302,38,17,2,0,0,0,0,5,5,4,0,29,5,3,0,0,0,0,0,1,0,0,0
ISL,1962,23,8,5,0,0,0,0,0,400,49,23,2,0,0,0,0,7,7,5,0,32,8,5,0,0,0,0,0,1,0,0,0
ISL,1963,30,10,8,1,0,0,0,0,440,51,24,2,0,0,0,0,8,7,5,0,38,9,6,0,0,0,0,0,1,0,0,0
ISL,1964,40,15,10,1,0,0,0,0,522,59,29,3,0,0,0,0,9,7,6,0,44,15,9,1,0,0,0,0,1,0,0,0
ISL,1965,54,14,9,1,0,0,0,0,622,66,32,3,0,0,0,0,11,8,6,0,53,18,11,1,0,0,0,0,1,0,0,0
ISL,1966,63,18,11,1,0,0,0,0,769,76,36,4,0,0,0,0,13,10,7,1,65,21,13,1,0,0,0,0,1,0,0,0
ISL,1967,73,20,11,1,0,0,0,0,858,86,40,4,0,0,0,0,14,11,8,1,66,21,12,1,0,0,0,0,1,0,0,0
ISL,1968,80,20,9,1,0,0,0,0,1137,118,51,6,0,0,0,0,19,15,11,1,75,20,12,1,0,0,0,0,1,0,0,0
ISL,1969,85,17,11,1,0,0,0,0,1360,158,67,8,0,0,0,0,23,22,14,1,92,26,15,1,0,0,0,0,1,0,0,0
ISL,1970,89,25,17,1,0,0,0,0,1678,175,75,9,0,0,0,0,29,23,15,1,119,31,18,2,0,0,0,0,1,0,0,0
ISL,1971,116,53,32,3,0,0,0,0,1947,207,92,10,0,0,0,0,33,26,18,1,154,38,23,2,0,0,0,0,1,0,0,0
ISL,1972,167,49,30,3,0,0,0,0,2497,260,115,13,0,0,0,0,43,34,23,2,188,50,30,3,0,0,0,0,1,0,0,0
ISL,1973,250,82,45,4,0,0,0,0,3373,351,154,17,0,0,0,0,58,45,31,2,239,89,49,5,0,0,0,0,1,0,0,0
ISL,1974,387,118,75,6,0,0,0,0,5439,498,225,25,0,0,0,0,92,63,44,3,367,115,66,6,0,0,0,0,1,0,0,0
ISL,1975,565,160,82,8,0,0,0,0,8557,846,367,42,0,0,0,0,143,110,76,6,527,162,93,8,0,0,0,0,1,0,0,0
ISL,1976,749,159,84,8,0,0,0,0,11380,1092,455,53,0,0,0,0,190,146,96,8,752,226,123,12,0,0,0,0,1,0,0,0
ISL,1977,956,273,155,14,0,0,0,0,14995,1409,587,68,0,0,0,0,258,183,119,10,1144,290,158,15,0,0,0,0,1,0,0,0
ISL,1978,1331,421,165,19,0,0,0,0,22588,2241,864,105,0,0,0,0,394,293,182,16,1857,404,209,21,0,0,0,0,1,0,0,0
ISL,1979,1873,595,267,28,0,0,0,0,34289,3383,1254,157,0,0,0,0,594,444,261,24,2600,705,340,35,0,0,0,0,1,0,0,0
ISL,1980,3260,1170,339,49,0,0,0,0,57765,5169,1705,230,0,0,0,0,989,661,358,34,4271,1130,480,54,0,0,0,0,1,0,0,0
ISL,1981,4871,1777,579,48,0,0,0,0,89532,8403,2589,339,0,0,0,0,1539,1083,536,53,6764,1706,687,75,0,0,0,0,1,0,0,0
ISL,1982,7963,2618,727,79,0,0,0,0,145499,13930,3942,527,0,0,0,0,2506,1820,834,82,10486,2837,1049,117,0,0,0,0,1,0,0,0
ISL,1983,12299,3818,1024,232,0,0,0,1,262118,24851,6517,1002,0,0,0,1,4529,3312,1399,150,18316,4908,1696,217,0,0,0,0,1,0,0,0
ISL,1984,15600,5528,982,530,0,0,0,1,322366,31081,7186,1508,0,0,0,1,5554,4096,1560,215,25247,5850,1797,316,0,0,0,1,1,0,0,0
ISL,1985,19338,7585,2048,918,0,0,0,1,433122,42542,9470,2524,0,0,0,1,7462,5625,1968,363,34316,8080,2377,537,0,0,0,1,1,0,0,0
ISL,1986,22613,10945,1632,1000,0,0,0,1,545910,55868,10924,3556,0,0,0,1,9406,7343,2356,545,45552,10874,2788,776,0,0,0,1,1,0,0,0
ISL,1987,32266,14344,2134,1178,0,0,0,1,655114,70013,12223,4588,0,0,0,1,11233,9178,2600,720,59680,14171,3213,1042,0,0,0,1,1,0,0,0
ISL,1988,37724,18155,1839,1404,0,0,0,2,801410,89424,13429,5903,0,0,0,1,13751,11766,2915,944,73012,18197,3530,1349,0,0,0,1,1,0,0,0
ISL,1989,47576,15520,4430,1198,0,1,0,2,1040789,112526,17752,7386,0,0,0,2,17864,15322,3621,1229,89795,22342,4581,1650,0,0,0,2,1,0,0,0
ISL,1990,52503,16752,11282,1540,0,1,0,2,1237908,129165,26907,8657,0,1,0,2,21278,17625,4956,1426,104414,24603,6937,1967,0,1,0,2,1,0,0,0
ISL,1991,57790,20386,10141,1629,0,1,0,2,1348900,142882,32127,9023,0,1,0,2,23178,19351,6305,1497,109423,29394,8235,2073,0,1,0,2,1,0,0,0
ISL,1992,53654,17842,9158,1733,0,1,0,2,1444710,133289,35506,9541,0,1,0,2,24895,18146,7207,1582,110478,27847,8698,2041,0,1,0,2,1,0,0,0
ISL,1993,53523,18153,3053,2183,0,1,0,3,1508520,138730,33289,10713,0,1,0,2,26020,18906,7402,1749,115710,28146,7840,2091,0,1,0,2,1,0,0,0
ISL,1994,53368,20324,3434,2598,0,1,0,3,1594377,142078,32316,12976,0,1,0,3,27536,19275,7131,2090,124207,29144,7599,2536,0,1,0,2,1,0,0,0
ISL,1995,52043,24130,2389,2219,0,1,0,3,1660530,151075,29279,12894,0,1,0,3,28681,20357,6545,2139,132264,26641,6821,2857,0,1,0,2,1,0,0,0
ISL,1996,58443,34945,5783,3317,0,1,0,3,1644666,186947,28686,13646,0,1,0,3,28302,24818,6011,2207,112395,39146,6748,7922,0,1,0,6,1,0,0,0
ISL,1997,65412,31604,9047,10703,0,1,0,1,2207214,173884,36774,12146,0,1,0,1,38129,23191,7516,1557,135167,44770,9012,26929,0,1,0,5,1,0,0,0
ISL,1998,84269,39486,16911,14491,0,1,0,1,2319977,186520,44866,23446,0,1,0,1,40324,24442,8485,3725,162994,44920,11892,12860,0,1,0,1,1,0,0,0
ISL,1999,86478,43361,7874,15307,0,1,0,1,2417362,203705,43898,33509,0,1,0,1,42540,26709,9313,6156,151719,48980,11595,17725,0,1,0,1,1,0,0,0
ISL,2000,92263,49978,17967,14026,0,1,0,1,2536886,222640,51606,40784,0,1,0,1,45093,29100,9933,8334,155790,58616,13013,21410,0,1,0,1,1,0,0,0
ISL,2001,102713,47044,16123,19618,0,1,0,1,2795732,268664,63393,51881,0,1,0,1,49976,36021,12895,10956,218581,57464,16957,14363,0,1,0,1,1,0,0,0
ISL,2002,102347,32427,16478,17784,0,1,0,1,3099016,255879,64756,58232,0,1,0,1,55356,35188,13171,13443,235778,59584,18415,17115,0,1,0,1,1,0,0,0
ISL,2003,120327,36744,10514,20197,0,1,0,1,3270916,249825,61125,62823,0,1,0,1,58453,33927,13020,14980,223294,58601,17281,19278,0,1,0,1,1,0,0,0
ISL,2004,158923,41612,20308,20852,0,1,0,1,3494735,246847,66535,67181,0,1,0,1,62620,33123,13139,16895,251233,63002,20195,21778,0,1,0,1,1,0,0,0
ISL,2005,180147,74047,37042,22856,0,1,0,1,3685857,264920,82737,72016,0,1,0,1,66643,33386,14965,18939,240147,68353,25174,23554,0,1,0,1,1,0,0,0
ISL,2006,275129,82459,46135,29658,1,1,0,1,4225582,341637,120083,83907,1,1,0,1,77113,43860,22609,22820,256487,76041,27257,27628,0,1,0,1,1,0,0,0
ISL,2007,284483,88159,2137,32504,1,1,0,1,4690335,372904,125339,92074,1,1,0,1,87313,48009,28961,26192,322618,76317,23885,31739,1,1,0,1,1,0,0,0
ISL,2008,281131,86119,1610,34044,1,1,0,1,5613491,514577,144732,104698,1,1,0,1,107576,68675,33542,31304,511188,88301,8435,38748,1,1,0,1,1,0,0,0
ISL,2009,156735,53139,170,36310,1,1,1,1,6350326,643399,364837,113779,1,1,1,1,125077,89559,85004,34959,600265,105798,46005,43632,1,1,0,1,1,0,0,0
ISL,2010,133139,58115,10046,33801,1,1,1,1,6770340,608816,308836,113980,1,1,1,1,133089,84098,70802,35869,629776,116401,3445,44005,1,1,0,1,1,0,0,0
ISL,2011,125745,83681,25859,35365,1,1,1,1,7130471,606910,277263,116360,1,1,1,1,139632,81978,61602,36318,626665,103753,17532,43731,1,1,0,1,1,0,0,0
ISL,2012,126458,84860,46080,36875,1,1,1,1,7436404,631462,250499,118214,1,1,1,1,145591,85521,53008,36791,617499,123901,23256,43441,1,1,0,1,1,0,0,0
ISL,2013,149237,90543,28272,38579,1,1,1,1,7630623,635448,228857,119733,1,1,1,1,149393,85682,50040,37374,586060,145326,68582,42372,1,1,1,1,1,0,0,0
ISL,2014,175318,99027,39210,42975,1,1,1,1,7729853,633585,218686,124921,1,1,1,1,151289,84902,46395,39001,631662,143121,65362,43831,1,1,1,1,1,0,0,0
ISL,2015,205404,111213,78258,50119,1,1,1,1,8022673,658469,250213,136427,1,1,1,1,157755,87713,49192,42660,688415,157838,78496,49454,1,1,1,1,1,0,0,0
ISL,2016,256689,132797,78856,57551,1,1,1,1,8529740,663992,264274,148324,1,1,1,1,166103,87043,52399,46311,699865,173689,82785,54402,1,1,1,1,1,0,0,0
ISL,2017,314489,132791,70964,57096,1,1,1,1,8849370,665527,263919,153891,1,1,1,1,171890,87381,53236,48928,671413,166198,80212,56621,1,1,1,1,1,0,0,0
ISL,2018,340461,133648,66457,60345,1,1,1,1,9513592,733002,283945,162259,1,1,1,1,184992,97376,58428,51932,696320,163070,78754,60206,1,1,1,1,1,0,0,0
ISL,2019,374232,120817,42059,62557,1,1,1,1,10107696,807809,289935,172651,1,1,1,1,196718,109376,62667,56025,738964,177872,80103,65248,1,1,1,1,1,0,0,0
ISR,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ISR,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ISR,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ISR,1953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ISR,1954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1962,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1963,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1964,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1965,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1966,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1967,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1968,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISR,1969,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ISR,1970,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ISR,1971,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ISR,1972,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ISR,1973,1,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ISR,1974,1,0,0,0,0,0,0,0,16,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
ISR,1975,2,1,0,0,0,0,0,0,21,3,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
ISR,1976,2,1,0,0,0,0,0,0,28,4,1,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0
ISR,1977,2,1,0,0,0,0,0,0,38,5,2,2,0,0,0,0,1,1,0,0,5,1,1,1,0,0,0,0,1,0,0,0
ISR,1978,4,2,1,1,0,0,0,0,66,10,4,4,0,0,0,0,1,1,1,1,8,2,1,1,0,0,0,0,1,0,0,0
ISR,1979,8,3,2,2,0,0,0,0,136,17,7,7,0,0,0,0,3,2,1,1,14,4,2,2,0,0,0,0,1,0,0,0
ISR,1980,18,6,3,3,0,0,0,0,354,38,15,15,0,0,0,0,7,5,3,3,33,9,4,4,0,0,0,0,1,0,0,0
ISR,1981,42,16,7,7,0,0,0,0,934,95,36,36,0,0,0,0,17,13,7,7,79,22,10,10,0,0,0,0,1,0,0,0
ISR,1982,91,43,16,19,0,0,0,0,1940,210,72,77,0,0,0,0,35,28,15,15,185,51,22,22,0,0,0,0,1,0,0,0
ISR,1983,210,131,47,57,0,0,0,0,4736,559,183,204,0,0,0,0,86,74,37,38,492,127,52,56,0,0,0,0,1,0,0,0
ISR,1984,899,581,207,254,0,0,0,0,21581,2908,914,1043,0,0,0,0,392,390,189,199,2433,609,243,268,0,0,0,0,1,0,0,0
ISR,1985,2684,2330,627,955,0,0,0,0,76659,12535,3679,4381,0,0,0,0,1405,1691,784,828,8880,2551,958,1087,0,0,0,0,1,0,0,0
ISR,1986,4034,3364,1042,1423,0,1,0,0,112852,18076,4994,6224,0,0,0,0,2055,2447,1042,1185,13961,4053,1386,1681,0,0,0,0,1,0,0,0
ISR,1987,5714,4598,1535,1981,0,1,0,0,157038,24305,6627,8337,0,1,0,0,2827,3278,1366,1567,17522,5514,1843,2265,0,1,0,0,1,0,0,0
ISR,1988,7130,4733,1729,2087,0,1,0,0,188383,27207,7306,9292,0,1,0,0,3392,3720,1501,1788,21354,6890,2250,2794,0,1,0,0,1,0,0,0
ISR,1989,9110,5070,1590,2151,0,1,0,0,229535,31721,8208,10624,0,1,0,0,4115,4372,1728,2055,24601,8879,2782,3479,0,1,1,0,1,0,0,0
ISR,1990,12570,6932,2428,3023,0,1,1,0,270317,36116,9322,12110,0,1,1,0,4744,4895,1889,2292,31536,10535,3268,4104,0,1,1,0,1,0,0,0
ISR,1991,22626,9837,3503,4309,0,1,1,0,327869,44170,11551,15002,0,1,1,0,5671,5895,2284,2820,42209,12691,4017,5067,0,1,1,0,1,0,0,0
ISR,1992,27206,11872,4085,5154,0,1,1,0,389412,53987,14264,18316,0,1,1,0,6702,7205,2848,3419,52036,14664,4665,5899,0,1,1,0,1,0,0,0
ISR,1993,27979,15174,4922,6491,0,1,1,0,428635,64165,16819,21972,0,1,1,0,7393,8499,3346,4115,59252,17543,5514,7057,0,1,1,0,1,0,0,0
ISR,1994,32489,20037,6394,8537,0,1,1,0,519093,80898,21138,27838,0,1,1,0,8981,10687,4181,5180,70297,22012,6877,8854,0,1,1,0,1,0,0,0
ISR,1995,40223,19648,6826,8551,0,1,1,0,551894,86227,22664,29960,0,1,1,0,9551,11562,4486,5751,83447,25393,8140,9091,0,1,1,0,1,0,0,0
ISR,1996,47591,22202,7510,11540,0,1,1,1,632893,98198,24788,40961,0,1,1,0,10991,13140,4902,7657,95911,29642,9514,11350,0,1,1,0,1,0,0,0
ISR,1997,53259,22186,6914,13626,1,1,1,1,724187,108859,26293,49549,1,1,1,0,12618,14740,5322,9222,107868,33249,9899,13978,1,1,1,0,1,0,0,0
ISR,1998,53203,23961,6150,15548,1,1,1,1,801730,120674,28575,58579,1,1,1,0,14057,16364,5943,10926,122829,35798,9883,15226,1,1,1,0,1,0,0,0
ISR,1999,50944,28399,9643,18912,1,1,1,1,872983,137432,34577,72851,1,1,1,1,15377,18553,6934,13586,133206,41127,11963,15894,1,1,1,0,1,0,0,0
ISR,2000,50715,29118,9193,25311,1,1,1,1,928671,140205,34803,96867,1,1,1,1,16420,19074,7040,17707,146280,44058,12293,22412,1,1,1,1,1,0,0,0
ISR,2001,49615,26477,10699,26231,1,1,1,1,972590,146517,38630,108044,1,1,1,1,17251,20211,7756,19974,143723,41064,11308,24542,1,1,1,1,1,0,0,0
ISR,2002,53015,26086,8437,26847,1,1,1,1,1058012,161142,44281,120917,1,1,1,1,18819,22426,9336,22478,150401,45090,12547,30023,1,1,1,1,1,0,0,0
ISR,2003,53018,26158,7559,22104,1,1,1,1,1143752,161242,44601,115248,1,1,1,1,20418,22513,9513,21794,154488,48107,13301,31956,1,1,1,1,1,0,0,0
ISR,2004,50906,29294,10178,23875,1,1,1,1,1222640,166653,47139,118540,1,1,1,1,21876,23175,9800,22131,167870,48817,13762,36056,1,1,1,1,1,0,0,0
ISR,2005,51713,30756,11286,27711,1,1,1,1,1306555,170819,48666,130023,1,1,1,1,23364,23728,10026,24028,172164,51649,15091,39375,1,1,1,1,1,0,0,0
ISR,2006,58824,32983,11599,28962,1,1,1,1,1407087,175251,48660,137901,1,1,1,1,25103,24290,9988,25747,180489,56266,16898,41819,1,1,1,1,1,0,0,0
ISR,2007,63104,36682,16125,32354,1,1,1,1,1490702,179805,52819,151455,1,1,1,1,26610,24776,10430,28399,192085,59759,20277,43761,1,1,1,1,1,0,0,0
ISR,2008,68721,36867,13514,34702,1,1,1,1,1590242,178396,49327,156511,1,1,1,1,28487,24650,9921,29828,205672,58163,19079,46247,1,1,1,1,1,0,0,0
ISR,2009,71317,31693,13082,36664,1,1,1,1,1637273,188126,56094,160900,1,1,1,1,29232,26532,11548,31193,234157,60102,20581,51059,1,1,1,1,1,0,0,0
ISR,2010,81658,31965,15358,35710,1,1,1,1,1740807,185747,55719,165494,1,1,1,1,30981,26297,11195,32558,252400,62231,22237,53207,1,1,1,1,1,0,0,0
ISR,2011,93860,44237,14988,37742,1,1,1,1,1882244,200535,59129,174240,1,1,1,1,33398,27660,12033,34551,274892,63408,21651,58204,1,1,1,1,1,0,0,0
ISR,2012,105168,44413,14141,43611,1,1,1,1,2016824,220749,63537,181907,1,1,1,1,35710,30765,13159,36453,297095,65766,21875,61568,1,1,1,1,1,0,0,0
ISR,2013,117427,38946,15308,43962,1,1,1,1,2165955,221928,61511,190433,1,1,1,1,38184,31503,12551,38976,327029,70772,23346,64685,1,1,1,1,1,0,0,0
ISR,2014,120712,40518,15755,43593,1,1,1,1,2269378,229988,67627,195674,1,1,1,1,39930,32638,13924,40452,353856,68882,22591,66106,1,1,1,1,1,0,0,0
ISR,2015,123761,41922,13171,44485,1,1,1,1,2367088,240589,67050,200268,1,1,1,1,41538,34159,14091,41716,378530,71091,22182,67917,1,1,1,1,1,0,0,0
ISR,2016,133823,49004,22768,48110,1,1,1,1,2470724,249594,77681,206582,1,1,1,1,43210,34975,15450,42859,394084,76845,25753,68440,1,1,1,1,1,0,0,0
ISR,2017,142759,51916,16128,53581,1,1,1,1,2594780,258062,77314,219723,1,1,1,1,45261,35999,16138,45253,404494,76206,24106,71400,1,1,1,1,1,0,0,0
ISR,2018,149692,54008,22881,58557,1,1,1,1,2767094,277741,85714,234756,1,1,1,1,48298,38766,17309,48461,412096,80088,27864,74757,1,1,1,1,1,0,0,0
ISR,2019,156143,49849,23240,60710,1,1,1,1,2909922,281426,87327,249790,1,1,1,1,50789,39686,17643,52136,436100,84756,29420,79273,1,1,1,1,1,0,0,0
ITA,1950,377,447,127,21,0,0,0,0,10771,1685,507,18,0,0,0,0,227,211,103,2,,,,,,,,,,,,
ITA,1951,527,528,138,24,0,0,0,0,12303,2091,570,37,0,0,0,0,254,264,117,7,,,,,,,,,,,,
ITA,1952,561,521,135,27,0,0,0,0,12583,2336,591,53,0,0,0,0,258,300,122,11,,,,,,,,,,,,
ITA,1953,674,579,150,33,0,0,0,0,13086,2578,613,72,0,0,0,0,267,331,126,16,,,,,,,,,,,,
ITA,1954,774,581,151,32,0,0,0,0,13804,2702,613,86,0,0,0,0,277,349,125,20,2132,798,220,30,0,0,0,0,1,0,0,0
ITA,1955,1000,658,168,37,0,0,0,0,15108,2990,652,104,0,0,0,0,302,385,132,24,2366,867,230,35,0,0,0,0,1,0,0,0
ITA,1956,1100,684,176,37,0,0,0,0,16243,3275,693,119,0,0,0,0,323,425,141,28,2604,945,244,40,0,0,0,0,1,0,0,0
ITA,1957,1276,715,185,42,0,0,0,0,17639,3682,759,135,0,0,0,0,347,481,155,31,2776,1027,260,45,0,0,0,0,1,0,0,0
ITA,1958,1304,729,189,48,0,0,0,0,18482,3862,780,151,0,0,0,0,362,506,160,35,3001,1094,270,50,0,0,0,0,1,0,0,0
ITA,1959,1405,798,207,56,0,0,0,0,19611,4039,804,170,0,0,0,0,383,527,163,38,3196,1150,280,58,0,0,0,0,1,0,0,0
ITA,1960,1638,952,246,69,0,0,0,0,21407,4438,879,195,0,0,0,0,416,573,176,42,3498,1261,305,69,0,0,0,0,1,0,0,0
ITA,1961,1864,1111,282,80,0,0,0,0,23498,4982,980,228,0,0,0,0,455,640,196,50,3803,1472,351,83,0,0,0,0,1,0,0,0
ITA,1962,2212,1149,287,79,0,0,0,0,26740,5493,1067,257,0,0,0,0,514,711,215,57,4255,1672,391,95,0,0,0,0,1,0,0,0
ITA,1963,2645,1178,306,86,0,0,0,0,31095,6120,1182,292,0,0,0,0,597,801,240,65,4884,1911,441,109,0,0,0,0,1,0,0,0
ITA,1964,2735,1087,266,89,0,0,0,0,36592,6438,1212,328,0,0,0,0,704,855,252,74,5486,1990,449,117,0,0,0,0,1,0,0,0
ITA,1965,2563,1039,265,92,0,0,0,0,38998,6681,1239,354,0,0,0,0,753,895,258,79,6087,1997,445,123,0,0,0,0,1,0,0,0
ITA,1966,2726,1106,279,104,0,0,0,0,41244,6955,1275,381,0,0,0,0,793,930,264,83,6698,2085,458,134,0,0,0,0,1,0,0,0
ITA,1967,3167,1251,315,127,0,0,0,0,44793,7279,1326,424,0,0,0,0,856,969,272,91,7469,2222,484,152,0,0,0,0,1,0,0,0
ITA,1968,3449,1319,312,134,0,0,0,0,48502,7619,1364,460,0,0,0,0,924,1016,282,100,8228,2305,493,168,0,0,0,0,1,0,0,0
ITA,1969,4170,1484,333,166,0,0,0,0,55431,8129,1424,526,0,0,0,0,1049,1082,293,113,9067,2557,532,202,0,0,0,0,1,0,0,0
ITA,1970,6142,2375,513,246,0,0,0,0,67471,9749,1693,654,0,0,0,0,1259,1259,335,138,10909,3058,627,253,0,0,0,0,1,0,0,0
ITA,1971,6206,2645,545,541,0,0,0,0,75597,11361,1941,1047,0,0,0,0,1420,1478,389,204,11696,3442,685,380,0,0,0,0,1,0,0,0
ITA,1972,6524,2832,574,714,0,0,0,0,83729,12545,2136,1517,0,0,0,0,1573,1642,431,308,12567,3885,738,556,0,0,0,0,1,0,0,0
ITA,1973,8272,4031,726,643,0,0,0,0,107981,16440,2787,1959,0,0,0,0,2010,2140,565,432,15216,4594,889,735,0,0,0,0,1,0,0,0
ITA,1974,10921,5679,920,718,0,0,0,0,147039,24437,3746,2376,0,0,0,0,2729,3193,766,536,19020,6151,1127,892,0,0,0,0,1,0,0,0
ITA,1975,12551,5598,1043,849,0,0,0,0,184297,29588,4525,2793,0,0,0,0,3445,3957,933,632,21397,7398,1275,1072,0,0,0,0,1,0,0,0
ITA,1976,14296,7351,1470,995,0,0,0,0,232176,37373,5968,3265,0,0,0,0,4342,4958,1220,743,27059,9154,1663,1310,0,0,0,0,1,0,0,0
ITA,1977,17183,8994,1829,1160,0,0,0,0,287076,46058,7258,3934,0,0,0,0,5377,6114,1478,894,32712,11345,2025,1532,0,0,0,0,1,0,0,0
ITA,1978,19955,10090,1997,1409,0,0,0,0,344479,52970,8813,4643,0,0,0,0,6450,7026,1821,1032,37711,14057,2554,1690,0,0,0,0,1,0,0,0
ITA,1979,23859,13016,2410,1760,0,0,0,0,421726,63386,9671,5853,0,0,0,0,7934,8360,1973,1284,46581,17006,3039,1894,0,1,0,0,1,0,0,0
